GO_ID,GO_term,Category,gene_name
GO:0015417,polyamine-transporting ATPase activity,Function,potA
GO:0004467,long-chain fatty acid-CoA ligase activity,Function,fadD
GO:0005504,fatty acid binding,Function,fadD
GO:0005504,fatty acid binding,Function,hmp
GO:0006629,lipid metabolic process,Process,fadD
GO:0006629,lipid metabolic process,Process,blc
GO:0070538,oleic acid binding,Function,fadD
GO:0000175,3'-5'-exoribonuclease activity,Function,rph
GO:0000175,3'-5'-exoribonuclease activity,Function,tatD
GO:0000175,3'-5'-exoribonuclease activity,Function,rnr
GO:0000175,3'-5'-exoribonuclease activity,Function,orn
GO:0000175,3'-5'-exoribonuclease activity,Function,rnd
GO:0000175,3'-5'-exoribonuclease activity,Function,pnp
GO:0000175,3'-5'-exoribonuclease activity,Function,sbcB
GO:0033890,ribonuclease D activity,Function,rnd
GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",Function,rppH
GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",Function,nudL
GO:0003941,L-serine ammonia-lyase activity,Function,tdcB
GO:0003941,L-serine ammonia-lyase activity,Function,tdcG
GO:0003941,L-serine ammonia-lyase activity,Function,sdaA
GO:0003941,L-serine ammonia-lyase activity,Function,sdaB
GO:0003941,L-serine ammonia-lyase activity,Function,dsdA
GO:0006565,L-serine catabolic process,Process,tdcB
GO:0006565,L-serine catabolic process,Process,glyA
GO:0006565,L-serine catabolic process,Process,sdaA
GO:0006565,L-serine catabolic process,Process,sdaB
GO:0006565,L-serine catabolic process,Process,dsdA
GO:0015761,mannose transmembrane transport,Process,manZ
GO:0015761,mannose transmembrane transport,Process,manX
GO:0015761,mannose transmembrane transport,Process,manY
GO:0022870,protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity,Function,manZ
GO:0022870,protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity,Function,manX
GO:0022870,protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity,Function,manY
GO:0032445,fructose import,Process,manZ
GO:0032445,fructose import,Process,fruA
GO:0032445,fructose import,Process,manX
GO:0032445,fructose import,Process,manY
GO:0032445,fructose import,Process,fruB
GO:0006518,peptide metabolic process,Process,pepT
GO:0006518,peptide metabolic process,Process,prlC
GO:0045148,tripeptide aminopeptidase activity,Function,pepT
GO:0046820,4-amino-4-deoxychorismate synthase activity,Function,pabB
GO:0046820,4-amino-4-deoxychorismate synthase activity,Function,pabA
GO:0097533,cellular stress response to acid chemical,Process,yobF
GO:0001072,"transcription antitermination factor activity, RNA binding",Function,cspE
GO:0001072,"transcription antitermination factor activity, RNA binding",Function,cspC
GO:0001072,"transcription antitermination factor activity, RNA binding",Function,cspA
GO:0001072,"transcription antitermination factor activity, RNA binding",Function,rpsJ
GO:0001072,"transcription antitermination factor activity, RNA binding",Function,ygcP
GO:0060567,"negative regulation of DNA-templated transcription, termination",Process,cspE
GO:0060567,"negative regulation of DNA-templated transcription, termination",Process,cspC
GO:0060567,"negative regulation of DNA-templated transcription, termination",Process,cspA
GO:0008989,rRNA (guanine-N1-)-methyltransferase activity,Function,rlmA
GO:0005384,manganese ion transmembrane transporter activity,Function,mntH
GO:0005384,manganese ion transmembrane transporter activity,Function,mntP
GO:0005384,manganese ion transmembrane transporter activity,Function,zupT
GO:0010042,response to manganese ion,Process,mntP
GO:0071421,manganese ion transmembrane transport,Process,mntP
GO:0009383,rRNA (cytosine-C5-)-methyltransferase activity,Function,rsmB
GO:0009383,rRNA (cytosine-C5-)-methyltransferase activity,Function,rlmI
GO:0009383,rRNA (cytosine-C5-)-methyltransferase activity,Function,rsmF
GO:0070298,negative regulation of phosphorelay signal transduction system,Process,mgrB
GO:0071286,cellular response to magnesium ion,Process,mgrB
GO:0071286,cellular response to magnesium ion,Process,borD
GO:0046907,intracellular transport,Process,yebS
GO:0046907,intracellular transport,Process,yebT
GO:0008138,protein tyrosine/serine/threonine phosphatase activity,Function,pphB
GO:0008138,protein tyrosine/serine/threonine phosphatase activity,Function,pphA
GO:0070012,oligopeptidase activity,Function,ptrB
GO:0016416,O-palmitoyltransferase activity,Function,pagP
GO:0004456,phosphogluconate dehydratase activity,Function,edd
GO:0008675,2-dehydro-3-deoxy-phosphogluconate aldolase activity,Function,eda
GO:0008700,4-hydroxy-2-oxoglutarate aldolase activity,Function,eda
GO:0008948,oxaloacetate decarboxylase activity,Function,eda
GO:0009255,Entner-Doudoroff pathway through 6-phosphogluconate,Process,eda
GO:0016833,oxo-acid-lyase activity,Function,eda
GO:0106009,(4S)-4-hydroxy-2-oxoglutarate aldolase activity,Function,eda
GO:0008776,acetate kinase activity,Function,ackA
GO:0008776,acetate kinase activity,Function,tdcD
GO:0008776,acetate kinase activity,Function,purT
GO:0009378,four-way junction helicase activity,Function,ruvA
GO:0009378,four-way junction helicase activity,Function,ruvB
GO:0009378,four-way junction helicase activity,Function,recQ
GO:0009379,Holliday junction helicase complex,Component,ruvA
GO:0009379,Holliday junction helicase complex,Component,recG
GO:0048476,Holliday junction resolvase complex,Component,xerD
GO:0048476,Holliday junction resolvase complex,Component,xerC
GO:0048476,Holliday junction resolvase complex,Component,ruvA
GO:0048476,Holliday junction resolvase complex,Component,ruvB
GO:0048476,Holliday junction resolvase complex,Component,ruvC
GO:0004345,glucose-6-phosphate dehydrogenase activity,Function,zwf
GO:0010699,cell-cell signaling involved in quorum sensing,Process,luxS
GO:0010699,cell-cell signaling involved in quorum sensing,Process,zwf
GO:0000006,high-affinity zinc transmembrane transporter activity,Function,znuB
GO:0071578,zinc ion import across plasma membrane,Process,znuB
GO:0001896,autolysis,Process,mepM
GO:0001896,autolysis,Process,nlpD
GO:0001896,autolysis,Process,ygeR
GO:0001896,autolysis,Process,envC
GO:0001896,autolysis,Process,ytfB
GO:0071932,replication fork reversal,Process,ruvC
GO:0008828,dATP pyrophosphohydrolase activity,Function,nudB
GO:0019177,dihydroneopterin triphosphate pyrophosphohydrolase activity,Function,nudB
GO:0004815,aspartate-tRNA ligase activity,Function,aspS
GO:0006422,aspartyl-tRNA aminoacylation,Process,aspS
GO:0071977,bacterial-type flagellum-dependent swimming motility,Process,cheZ
GO:0006473,protein acetylation,Process,cheY
GO:0006473,protein acetylation,Process,yjdJ
GO:0018393,internal peptidyl-lysine acetylation,Process,patZ
GO:0018393,internal peptidyl-lysine acetylation,Process,cheY
GO:0006482,protein demethylation,Process,cheB
GO:0008984,protein-glutamate methylesterase activity,Function,cheB
GO:0018277,protein deamination,Process,cheB
GO:1990827,deaminase binding,Function,cheB
GO:0046917,triphosphoribosyl-dephospho-CoA synthase activity,Function,citG
GO:0051191,prosthetic group biosynthetic process,Process,citG
GO:0008022,protein C-terminus binding,Function,cheR
GO:0008983,protein-glutamate O-methyltransferase activity,Function,cheR
GO:0017057,6-phosphogluconolactonase activity,Function,pgl
GO:0007172,signal complex assembly,Process,tsr
GO:0007172,signal complex assembly,Process,tar
GO:0009593,detection of chemical stimulus,Process,tsr
GO:0009593,detection of chemical stimulus,Process,kdpD
GO:0009593,detection of chemical stimulus,Process,tar
GO:0043424,protein histidine kinase binding,Function,tsr
GO:0043424,protein histidine kinase binding,Function,tar
GO:0050920,regulation of chemotaxis,Process,tsr
GO:0050920,regulation of chemotaxis,Process,cheA
GO:0050920,regulation of chemotaxis,Process,tar
GO:0071230,cellular response to amino acid stimulus,Process,tsr
GO:0071230,cellular response to amino acid stimulus,Process,yjeH
GO:0071230,cellular response to amino acid stimulus,Process,tar
GO:1901875,positive regulation of post-translational protein modification,Process,cheA
GO:1901875,positive regulation of post-translational protein modification,Process,tar
GO:1901875,positive regulation of post-translational protein modification,Process,cheW
GO:0051649,establishment of localization in cell,Process,cheA
GO:0051649,establishment of localization in cell,Process,cheW
GO:0031400,negative regulation of protein modification process,Process,cheA
GO:0035307,positive regulation of protein dephosphorylation,Process,cheA
GO:0060090,molecular adaptor activity,Function,uspC
GO:0003825,"alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity",Function,otsA
GO:0004805,trehalose-phosphatase activity,Function,otsB
GO:0004805,trehalose-phosphatase activity,Function,otsA
GO:0005992,trehalose biosynthetic process,Process,otsA
GO:0005992,trehalose biosynthetic process,Process,otsB
GO:0047260,"alpha,alpha-trehalose-phosphate synthase (GDP-forming) activity",Function,otsA
GO:0070413,trehalose metabolism in response to stress,Process,otsA
GO:0070415,trehalose metabolism in response to cold stress,Process,otsA
GO:0070415,trehalose metabolism in response to cold stress,Process,otsB
GO:0004322,ferroxidase activity,Function,ftnA
GO:0004322,ferroxidase activity,Function,cueO
GO:0004322,ferroxidase activity,Function,bfr
GO:0004322,ferroxidase activity,Function,ftnB
GO:0006880,intracellular sequestering of iron ion,Process,ftnA
GO:0006880,intracellular sequestering of iron ion,Process,bfr
GO:0006880,intracellular sequestering of iron ion,Process,ftnB
GO:0015147,L-arabinose transmembrane transporter activity,Function,araG
GO:0015147,L-arabinose transmembrane transporter activity,Function,araH
GO:0015147,L-arabinose transmembrane transporter activity,Function,araE
GO:0042882,L-arabinose transmembrane transport,Process,araG
GO:0042882,L-arabinose transmembrane transport,Process,araE
GO:0042882,L-arabinose transmembrane transport,Process,araF
GO:0015407,monosaccharide-transporting ATPase activity,Function,rbsA
GO:0015407,monosaccharide-transporting ATPase activity,Function,araF
GO:0048029,monosaccharide binding,Function,alsB
GO:0048029,monosaccharide binding,Function,rbsB
GO:0048029,monosaccharide binding,Function,xylF
GO:0048029,monosaccharide binding,Function,araF
GO:0048029,monosaccharide binding,Function,pfkA
GO:0048029,monosaccharide binding,Function,pgi
GO:0071281,cellular response to iron ion,Process,ftnA
GO:0071281,cellular response to iron ion,Process,mntH
GO:0032467,positive regulation of cytokinesis,Process,sdiA
GO:0015830,diaminopimelate transport,Process,tcyL
GO:0015830,diaminopimelate transport,Process,tcyJ
GO:0015830,diaminopimelate transport,Process,tcyN
GO:0033230,cysteine-transporting ATPase activity,Function,tcyN
GO:0004349,glutamate 5-kinase activity,Function,proB
GO:0006561,proline biosynthetic process,Process,proA
GO:0006561,proline biosynthetic process,Process,proB
GO:1901973,proline binding,Function,proB
GO:0015091,ferric iron transmembrane transporter activity,Function,fecA
GO:0009421,bacterial-type flagellum filament cap,Component,fliD
GO:0000478,endonucleolytic cleavage involved in rRNA processing,Process,ybeY
GO:0030490,maturation of SSU-rRNA,Process,rimM
GO:0030490,maturation of SSU-rRNA,Process,rbfA
GO:0030490,maturation of SSU-rRNA,Process,ybeY
GO:0042274,ribosomal small subunit biogenesis,Process,rimP
GO:0042274,ribosomal small subunit biogenesis,Process,rsgA
GO:0042274,ribosomal small subunit biogenesis,Process,era
GO:0042274,ribosomal small subunit biogenesis,Process,ybeY
GO:0016618,hydroxypyruvate reductase activity,Function,ghrA
GO:0016618,hydroxypyruvate reductase activity,Function,ghrB
GO:0030267,glyoxylate reductase (NADP) activity,Function,ghrA
GO:0030267,glyoxylate reductase (NADP) activity,Function,ghrB
GO:0036412,acetyl-CoA:oxalate CoA-transferase,Function,yfdE
GO:0004556,alpha-amylase activity,Function,malS
GO:0004556,alpha-amylase activity,Function,amyA
GO:0004556,alpha-amylase activity,Function,treC
GO:0015835,peptidoglycan transport,Process,ampG
GO:0009425,bacterial-type flagellum basal body,Component,fliL
GO:0046566,DOPA dioxygenase activity,Function,ygiD
GO:0004814,arginine-tRNA ligase activity,Function,argS
GO:0006420,arginyl-tRNA aminoacylation,Process,argS
GO:0000906,"6,7-dimethyl-8-ribityllumazine synthase activity",Function,ribE
GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)",Component,atpC
GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)",Component,atpD
GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)",Component,atpG
GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)",Component,atpA
GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)",Component,atpH
GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)",Component,fliI
GO:0008902,hydroxymethylpyrimidine kinase activity,Function,thiD
GO:0008902,hydroxymethylpyrimidine kinase activity,Function,pdxK
GO:0008972,phosphomethylpyrimidine kinase activity,Function,thiD
GO:0009229,thiamine diphosphate biosynthetic process,Process,thiD
GO:0009229,thiamine diphosphate biosynthetic process,Process,thiL
GO:0043765,T/G mismatch-specific endonuclease activity,Function,mutH
GO:0043765,T/G mismatch-specific endonuclease activity,Function,vsr
GO:0003886,DNA (cytosine-5-)-methyltransferase activity,Function,dcm
GO:0090116,C-5 methylation of cytosine,Process,dcm
GO:0046686,response to cadmium ion,Process,zntA
GO:0046686,response to cadmium ion,Process,zinT
GO:0046870,cadmium ion binding,Function,tdh
GO:0046870,cadmium ion binding,Function,zinT
GO:0019172,glyoxalase III activity,Function,yhbO
GO:0019172,glyoxalase III activity,Function,hchA
GO:0042245,RNA repair,Process,rtcB
GO:0042245,RNA repair,Process,cca
GO:0042245,RNA repair,Process,alkB
GO:0042245,RNA repair,Process,hchA
GO:0016672,"oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor",Function,msrP
GO:0016672,"oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor",Function,yqjG
GO:0016675,"oxidoreductase activity, acting on a heme group of donors",Function,msrP
GO:0033971,hydroxyisourate hydrolase activity,Function,yedX
GO:0015530,shikimate transmembrane transporter activity,Function,shiA
GO:0015733,shikimate transmembrane transport,Process,shiA
GO:0045883,positive regulation of sulfur utilization,Process,cbl
GO:0051090,regulation of DNA-binding transcription factor activity,Process,sxy
GO:1903658,positive regulation of type IV pilus biogenesis,Process,sxy
GO:0019346,transsulfuration,Process,ynjE
GO:0019346,transsulfuration,Process,metB
GO:0019346,transsulfuration,Process,sseA
GO:0015230,FAD transmembrane transporter activity,Function,yeeO
GO:0035350,FAD transmembrane transport,Process,yeeO
GO:0044610,FMN transmembrane transporter activity,Function,yeeO
GO:0008714,AMP nucleosidase activity,Function,amn
GO:0008092,cytoskeletal protein binding,Function,cbtA
GO:0008092,cytoskeletal protein binding,Function,cbeA
GO:0031342,negative regulation of cell killing,Process,cbeA
GO:0051495,positive regulation of cytoskeleton organization,Process,cbeA
GO:0000105,histidine biosynthetic process,Process,hisD
GO:0000105,histidine biosynthetic process,Process,hisF
GO:0000105,histidine biosynthetic process,Process,hisC
GO:0000105,histidine biosynthetic process,Process,hisH
GO:0000105,histidine biosynthetic process,Process,hisG
GO:0000105,histidine biosynthetic process,Process,hisB
GO:0000105,histidine biosynthetic process,Process,hisA
GO:0000105,histidine biosynthetic process,Process,hisI
GO:0004635,phosphoribosyl-AMP cyclohydrolase activity,Function,hisI
GO:0004636,phosphoribosyl-ATP diphosphatase activity,Function,hisI
GO:0000107,imidazoleglycerol-phosphate synthase activity,Function,hisF
GO:0000107,imidazoleglycerol-phosphate synthase activity,Function,hisH
GO:0009382,imidazoleglycerol-phosphate synthase complex,Component,hisF
GO:0009382,imidazoleglycerol-phosphate synthase complex,Component,hisH
GO:0008939,nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity,Function,cobT
GO:0008819,cobinamide kinase activity,Function,cobU
GO:0008820,cobinamide phosphate guanylyltransferase activity,Function,cobU
GO:0051073,adenosylcobinamide-GDP ribazoletransferase activity,Function,cobS
GO:0003949,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity,Function,hisA
GO:0000738,"DNA catabolic process, exonucleolytic",Process,sbcB
GO:0000738,"DNA catabolic process, exonucleolytic",Process,tatD
GO:0000738,"DNA catabolic process, exonucleolytic",Process,cas3
GO:0006308,DNA catabolic process,Process,mcrB
GO:0006308,DNA catabolic process,Process,hofM
GO:0006308,DNA catabolic process,Process,hofP
GO:0006308,DNA catabolic process,Process,sbcB
GO:0006308,DNA catabolic process,Process,hofO
GO:0006308,DNA catabolic process,Process,hofN
GO:0006308,DNA catabolic process,Process,yhgH
GO:0006308,DNA catabolic process,Process,hofQ
GO:0006308,DNA catabolic process,Process,endA
GO:0008310,single-stranded DNA 3'-5' exodeoxyribonuclease activity,Function,sbcB
GO:0008310,single-stranded DNA 3'-5' exodeoxyribonuclease activity,Function,tatD
GO:0008310,single-stranded DNA 3'-5' exodeoxyribonuclease activity,Function,orn
GO:0008852,exodeoxyribonuclease I activity,Function,sbcB
GO:0051575,5'-deoxyribose-5-phosphate lyase activity,Function,sbcB
GO:0060241,lysozyme inhibitor activity,Function,pliG
GO:0060241,lysozyme inhibitor activity,Function,ivy
GO:0060241,lysozyme inhibitor activity,Function,mliC
GO:0004399,histidinol dehydrogenase activity,Function,hisD
GO:0048870,cell motility,Process,plaP
GO:0048870,cell motility,Process,recA
GO:0048870,cell motility,Process,tsr
GO:0048870,cell motility,Process,ypdB
GO:0012501,programmed cell death,Process,shoB
GO:0012501,programmed cell death,Process,cbtA
GO:0012501,programmed cell death,Process,ibsC
GO:0012501,programmed cell death,Process,ldrB
GO:0012501,programmed cell death,Process,ibsB
GO:0012501,programmed cell death,Process,ibsE
GO:0012501,programmed cell death,Process,ibsA
GO:0012501,programmed cell death,Process,ldrC
GO:0012501,programmed cell death,Process,ibsD
GO:0012501,programmed cell death,Process,ldrA
GO:2000104,negative regulation of DNA-dependent DNA replication,Process,sbmC
GO:0009440,cyanate catabolic process,Process,cynS
GO:0009440,cyanate catabolic process,Process,cynT
GO:0009440,cyanate catabolic process,Process,cynX
GO:0003879,ATP phosphoribosyltransferase activity,Function,hisG
GO:0004400,histidinol-phosphate transaminase activity,Function,hisC
GO:0004401,histidinol-phosphatase activity,Function,hisB
GO:0004424,imidazoleglycerol-phosphate dehydratase activity,Function,hisB
GO:0004616,phosphogluconate dehydrogenase (decarboxylating) activity,Function,gnd
GO:0009051,"pentose-phosphate shunt, oxidative branch",Process,gnd
GO:0047917,GDP-glucosidase activity,Function,gmm
GO:0008446,"GDP-mannose 4,6-dehydratase activity",Function,gmd
GO:0019673,GDP-mannose metabolic process,Process,gmd
GO:0042351,'de novo' GDP-L-fucose biosynthetic process,Process,gmd
GO:0050577,GDP-L-fucose synthase activity,Function,fcl
GO:0018108,peptidyl-tyrosine phosphorylation,Process,wzc
GO:0038083,peptidyl-tyrosine autophosphorylation,Process,wzc
GO:0038083,peptidyl-tyrosine autophosphorylation,Process,etk
GO:0003979,UDP-glucose 6-dehydrogenase activity,Function,ugd
GO:0009001,serine O-acetyltransferase activity,Function,cysE
GO:0009001,serine O-acetyltransferase activity,Function,wcaB
GO:0004615,phosphomannomutase activity,Function,cpsG
GO:0004615,phosphomannomutase activity,Function,glmM
GO:0004475,mannose-1-phosphate guanylyltransferase activity,Function,cpsB
GO:0004475,mannose-1-phosphate guanylyltransferase activity,Function,manC
GO:0090313,regulation of protein targeting to membrane,Process,asmA
GO:0090313,regulation of protein targeting to membrane,Process,yhjG
GO:0089702,undecaprenyl-phosphate glucose phosphotransferase activity,Function,wcaJ
GO:0008906,inosine kinase activity,Function,gsk
GO:0050152,omega-amidase activity,Function,yafV
GO:0106008,2-oxoglutaramate amidase activity,Function,yafV
GO:0043873,pyruvate-flavodoxin oxidoreductase activity,Function,ydbK
GO:0015210,uracil transmembrane transporter activity,Function,uraA
GO:0015210,uracil transmembrane transporter activity,Function,rutG
GO:0015857,uracil transport,Process,uraA
GO:0015857,uracil transport,Process,rutG
GO:0046210,nitric oxide catabolic process,Process,norW
GO:0046210,nitric oxide catabolic process,Process,hcp
GO:0046210,nitric oxide catabolic process,Process,norV
GO:0046210,nitric oxide catabolic process,Process,hmp
GO:0050418,hydroxylamine reductase activity,Function,hcp
GO:0008829,dCTP deaminase activity,Function,dcd
GO:0016646,"oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor",Function,rutF
GO:0042602,riboflavin reductase (NADPH) activity,Function,fre
GO:0042602,riboflavin reductase (NADPH) activity,Function,cysJ
GO:0042602,riboflavin reductase (NADPH) activity,Function,rutF
GO:0004849,uridine kinase activity,Function,udk
GO:0043771,cytidine kinase activity,Function,udk
GO:0008868,galactitol-1-phosphate 5-dehydrogenase activity,Function,gatD
GO:0019404,galactitol catabolic process,Process,gatD
GO:0019404,galactitol catabolic process,Process,gatY
GO:0015796,galactitol transport,Process,gatA
GO:0015796,galactitol transport,Process,gatB
GO:0015796,galactitol transport,Process,gatC
GO:0015796,galactitol transport,Process,sgcC
GO:0090584,protein-phosphocysteine-galactitol-phosphotransferase system transporter activity,Function,gatA
GO:0090584,protein-phosphocysteine-galactitol-phosphotransferase system transporter activity,Function,gatB
GO:0090584,protein-phosphocysteine-galactitol-phosphotransferase system transporter activity,Function,gatC
GO:0090584,protein-phosphocysteine-galactitol-phosphotransferase system transporter activity,Function,sgcC
GO:2001023,regulation of response to drug,Process,baeR
GO:0042538,hyperosmotic salinity response,Process,proP
GO:0042538,hyperosmotic salinity response,Process,ubiG
GO:0043431,"2-octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone methyltransferase activity",Function,ubiG
GO:0061542,3-demethylubiquinone-n 3-O-methyltransferase activity,Function,ubiG
GO:1901611,phosphatidylglycerol binding,Function,ubiG
GO:0004748,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",Function,nrdA
GO:0004748,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",Function,nrdB
GO:0004748,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",Function,nrdE
GO:0004748,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",Function,nrdF
GO:0004748,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",Function,nrdG
GO:0004748,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",Function,nrdD
GO:0005971,ribonucleoside-diphosphate reductase complex,Component,nrdA
GO:0005971,ribonucleoside-diphosphate reductase complex,Component,nrdB
GO:0005971,ribonucleoside-diphosphate reductase complex,Component,nrdE
GO:0005971,ribonucleoside-diphosphate reductase complex,Component,nrdF
GO:0009263,deoxyribonucleotide biosynthetic process,Process,nrdA
GO:0009263,deoxyribonucleotide biosynthetic process,Process,nrdB
GO:0009263,deoxyribonucleotide biosynthetic process,Process,nrdE
GO:0009263,deoxyribonucleotide biosynthetic process,Process,nrdF
GO:0003918,DNA topoisomerase type II (ATP-hydrolyzing) activity,Function,gyrA
GO:0003918,DNA topoisomerase type II (ATP-hydrolyzing) activity,Function,parC
GO:0003918,DNA topoisomerase type II (ATP-hydrolyzing) activity,Function,gyrB
GO:0003918,DNA topoisomerase type II (ATP-hydrolyzing) activity,Function,parE
GO:0009330,DNA topoisomerase complex (ATP-hydrolyzing),Component,parC
GO:0009330,DNA topoisomerase complex (ATP-hydrolyzing),Component,gyrB
GO:0009330,DNA topoisomerase complex (ATP-hydrolyzing),Component,gyrA
GO:0034335,DNA supercoiling activity,Function,gyrB
GO:0034335,DNA supercoiling activity,Function,gyrA
GO:0018378,cytochrome c-heme linkage via heme-L-cysteine,Process,nrfE
GO:0018378,cytochrome c-heme linkage via heme-L-cysteine,Process,nrfF
GO:0018378,cytochrome c-heme linkage via heme-L-cysteine,Process,nrfG
GO:0018378,cytochrome c-heme linkage via heme-L-cysteine,Process,ccmH
GO:0006166,purine ribonucleoside salvage,Process,hpt
GO:0006178,guanine salvage,Process,hpt
GO:0046100,hypoxanthine metabolic process,Process,hpt
GO:0001727,lipid kinase activity,Function,yegS
GO:0046983,protein dimerization activity,Function,pntA
GO:0004332,fructose-bisphosphate aldolase activity,Function,fbaA
GO:0004332,fructose-bisphosphate aldolase activity,Function,fbaB
GO:0000062,fatty-acyl-CoA binding,Function,yciA
GO:0036042,long-chain fatty acyl-CoA binding,Function,yciA
GO:0009025,tagatose-bisphosphate aldolase activity,Function,kbaY
GO:0009025,tagatose-bisphosphate aldolase activity,Function,gatY
GO:0050225,pseudouridine kinase activity,Function,psuK
GO:0050225,pseudouridine kinase activity,Function,yeiI
GO:0004825,methionine-tRNA ligase activity,Function,metG
GO:0006431,methionyl-tRNA aminoacylation,Process,metG
GO:0008696,4-amino-4-deoxychorismate lyase activity,Function,pabC
GO:0004516,nicotinate phosphoribosyltransferase activity,Function,pncB
GO:0016879,"ligase activity, forming carbon-nitrogen bonds",Function,ybdK
GO:0016879,"ligase activity, forming carbon-nitrogen bonds",Function,pncB
GO:0019516,lactate oxidation,Process,dld
GO:0019516,lactate oxidation,Process,lldD
GO:0051990,(R)-2-hydroxyglutarate dehydrogenase activity,Function,dld
GO:0005337,nucleoside transmembrane transporter activity,Function,xapB
GO:0005337,nucleoside transmembrane transporter activity,Function,psuT
GO:0005337,nucleoside transmembrane transporter activity,Function,nupC
GO:0005337,nucleoside transmembrane transporter activity,Function,nupX
GO:1901642,nucleoside transmembrane transport,Process,nupC
GO:1901642,nucleoside transmembrane transport,Process,psuT
GO:1901642,nucleoside transmembrane transport,Process,nupX
GO:0031459,glycine betaine-transporting ATPase activity,Function,yehX
GO:0001884,pyrimidine nucleoside binding,Function,cdd
GO:0004126,cytidine deaminase activity,Function,cdd
GO:0006217,deoxycytidine catabolic process,Process,cdd
GO:0009972,cytidine deamination,Process,cdd
GO:0047844,deoxycytidine deaminase activity,Function,cdd
GO:0004315,3-oxoacyl-[acyl-carrier-protein] synthase activity,Function,fabB
GO:0004315,3-oxoacyl-[acyl-carrier-protein] synthase activity,Function,fabF
GO:0033817,beta-ketoacyl-acyl-carrier-protein synthase II activity,Function,fabF
GO:1902022,L-lysine transport,Process,argT
GO:1902022,L-lysine transport,Process,lysP
GO:0000726,non-recombinational repair,Process,nfo
GO:0004519,endonuclease activity,Function,rnhA
GO:0004519,endonuclease activity,Function,mutH
GO:0004519,endonuclease activity,Function,mutM
GO:0004519,endonuclease activity,Function,nfo
GO:0004519,endonuclease activity,Function,endA
GO:0008081,phosphoric diester hydrolase activity,Function,phnP
GO:0008081,phosphoric diester hydrolase activity,Function,yfcE
GO:0008081,phosphoric diester hydrolase activity,Function,nfo
GO:0090582,protein-phosphocysteine-D-fructose-phosphotransferase system transporter activity,Function,frwD
GO:0090582,protein-phosphocysteine-D-fructose-phosphotransferase system transporter activity,Function,fruA
GO:0090582,protein-phosphocysteine-D-fructose-phosphotransferase system transporter activity,Function,fryB
GO:0090582,protein-phosphocysteine-D-fructose-phosphotransferase system transporter activity,Function,frwB
GO:0006001,fructose catabolic process,Process,fpr
GO:0006001,fructose catabolic process,Process,fruK
GO:0008662,1-phosphofructokinase activity,Function,fruK
GO:0022877,protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity,Function,fruB
GO:0035672,oligopeptide transmembrane transport,Process,yejB
GO:0035672,oligopeptide transmembrane transport,Process,yejE
GO:0035672,oligopeptide transmembrane transport,Process,yejF
GO:0035672,oligopeptide transmembrane transport,Process,nikD
GO:0004350,glutamate-5-semialdehyde dehydrogenase activity,Function,proA
GO:0008422,beta-glucosidase activity,Function,bglX
GO:0008422,beta-glucosidase activity,Function,ascB
GO:0008422,beta-glucosidase activity,Function,bglB
GO:0008422,beta-glucosidase activity,Function,bglA
GO:0015926,glucosidase activity,Function,bglX
GO:0015926,glucosidase activity,Function,bglA
GO:0015926,glucosidase activity,Function,ygjK
GO:0045861,negative regulation of proteolysis,Process,flgM
GO:0035673,oligopeptide transmembrane transporter activity,Function,dtpD
GO:0035673,oligopeptide transmembrane transporter activity,Function,dtpC
GO:0035673,oligopeptide transmembrane transporter activity,Function,yejF
GO:0035673,oligopeptide transmembrane transporter activity,Function,dtpB
GO:0035673,oligopeptide transmembrane transporter activity,Function,dtpA
GO:0035673,oligopeptide transmembrane transporter activity,Function,nikD
GO:0003727,single-stranded RNA binding,Function,cspA
GO:0003727,single-stranded RNA binding,Function,hslR
